ags,municipality_name,vote_type,party,votes,percent
08135010,Dischingen,Erststimmen,Bündnis C,,
08135010,Dischingen,Zweitstimmen,Bündnis C,0,0.0
08135016,"Giengen an der Brenz, Stadt",Erststimmen,Bündnis C,,
08135016,"Giengen an der Brenz, Stadt",Zweitstimmen,Bündnis C,2,0.2
08135020,"Herbrechtingen, Stadt",Erststimmen,Bündnis C,,
08135020,"Herbrechtingen, Stadt",Zweitstimmen,Bündnis C,0,0.0
08135026,Nattheim,Erststimmen,Bündnis C,,
08135026,Nattheim,Zweitstimmen,Bündnis C,0,0.0
08135027,"Niederstotzingen, Stadt",Erststimmen,Bündnis C,,
08135027,"Niederstotzingen, Stadt",Zweitstimmen,Bündnis C,0,0.0
08135031,Sontheim an der Brenz,Erststimmen,Bündnis C,,
08135031,Sontheim an der Brenz,Zweitstimmen,Bündnis C,2,0.7
08216013,Forbach,Erststimmen,Bündnis C,,
08216013,Forbach,Zweitstimmen,Bündnis C,0,0.0
08235006,"Altensteig, Stadt",Erststimmen,Bündnis C,15,5.7
08235006,"Altensteig, Stadt",Zweitstimmen,Bündnis C,21,8.1
08235020,Ebhausen,Erststimmen,Bündnis C,8,7.0
08235020,Ebhausen,Zweitstimmen,Bündnis C,8,7.0
08235050,Neuweiler,Erststimmen,Bündnis C,5,1.9
08235050,Neuweiler,Zweitstimmen,Bündnis C,5,1.8
08236031,Kieselbronn,Erststimmen,Bündnis C,,
08236031,Kieselbronn,Zweitstimmen,Bündnis C,1,0.3
08236038,"Maulbronn, Stadt",Erststimmen,Bündnis C,,
08236038,"Maulbronn, Stadt",Zweitstimmen,Bündnis C,1,0.3
08237040,"Horb am Neckar, Stadt",Erststimmen,Bündnis C,0,0.0
08237040,"Horb am Neckar, Stadt",Zweitstimmen,Bündnis C,0,0.0
08237072,Wörnersberg,Erststimmen,Bündnis C,5,5.6
08237072,Wörnersberg,Zweitstimmen,Bündnis C,5,5.6
08237073,Seewald,Erststimmen,Bündnis C,0,0.0
08237073,Seewald,Zweitstimmen,Bündnis C,0,0.0
08316011,"Emmendingen, Stadt",Erststimmen,Bündnis C,,
08316011,"Emmendingen, Stadt",Zweitstimmen,Bündnis C,0,0.0
08316055,Winden im Elztal,Erststimmen,Bündnis C,,
08316055,Winden im Elztal,Zweitstimmen,Bündnis C,0,0.0
08325012,"Dornhan, Stadt",Erststimmen,Bündnis C,1,1.1
08325012,"Dornhan, Stadt",Zweitstimmen,Bündnis C,1,1.1
08325015,Epfendorf,Erststimmen,Bündnis C,0,0.0
08325015,Epfendorf,Zweitstimmen,Bündnis C,1,1.7
08325057,"Sulz am Neckar, Stadt",Erststimmen,Bündnis C,0,0.0
08325057,"Sulz am Neckar, Stadt",Zweitstimmen,Bündnis C,0,0.0
08326003,"Bad Dürrheim, Stadt",Erststimmen,Bündnis C,,
08326003,"Bad Dürrheim, Stadt",Zweitstimmen,Bündnis C,4,2.5
08326005,"Blumberg, Stadt",Erststimmen,Bündnis C,,
08326005,"Blumberg, Stadt",Zweitstimmen,Bündnis C,0,0.0
08326006,"Bräunlingen, Stadt",Erststimmen,Bündnis C,,
08326006,"Bräunlingen, Stadt",Zweitstimmen,Bündnis C,0,0.0
08326017,"Furtwangen im Schwarzwald, Stadt",Erststimmen,Bündnis C,,
08326017,"Furtwangen im Schwarzwald, Stadt",Zweitstimmen,Bündnis C,0,0.0
08326052,"St. Georgen im Schwarzwald, Stadt",Erststimmen,Bündnis C,,
08326052,"St. Georgen im Schwarzwald, Stadt",Zweitstimmen,Bündnis C,2,0.4
08326060,"Triberg im Schwarzwald, Stadt",Erststimmen,Bündnis C,,
08326060,"Triberg im Schwarzwald, Stadt",Zweitstimmen,Bündnis C,1,0.7
08326068,"Vöhrenbach, Stadt",Erststimmen,Bündnis C,,
08326068,"Vöhrenbach, Stadt",Zweitstimmen,Bündnis C,1,1.0
08327050,"Tuttlingen, Stadt",Erststimmen,Bündnis C,,
08327050,"Tuttlingen, Stadt",Zweitstimmen,Bündnis C,0,0.0
08336069,"Rheinfelden (Baden), Stadt",Erststimmen,Bündnis C,,
08336069,"Rheinfelden (Baden), Stadt",Zweitstimmen,Bündnis C,1,0.9
08336087,"Todtnau, Stadt",Erststimmen,Bündnis C,,
08336087,"Todtnau, Stadt",Zweitstimmen,Bündnis C,2,0.5
08336089,Tunau,Erststimmen,Bündnis C,,
08336089,Tunau,Zweitstimmen,Bündnis C,0,0.0
08336091,"Weil am Rhein, Stadt",Erststimmen,Bündnis C,,
08336091,"Weil am Rhein, Stadt",Zweitstimmen,Bündnis C,0,0.0
08336103,"Zell im Wiesental, Stadt",Erststimmen,Bündnis C,,
08336103,"Zell im Wiesental, Stadt",Zweitstimmen,Bündnis C,0,0.0
08336107,Kleines Wiesental,Erststimmen,Bündnis C,,
08336107,Kleines Wiesental,Zweitstimmen,Bündnis C,0,0.0
08337062,Klettgau,Erststimmen,Bündnis C,,
08337062,Klettgau,Zweitstimmen,Bündnis C,0,0.0
08337096,"Bad Säckingen, Stadt",Erststimmen,Bündnis C,,
08337096,"Bad Säckingen, Stadt",Zweitstimmen,Bündnis C,0,0.0
08337116,"Wehr, Stadt",Erststimmen,Bündnis C,,
08337116,"Wehr, Stadt",Zweitstimmen,Bündnis C,0,0.0
08337125,Küssaberg,Erststimmen,Bündnis C,,
08337125,Küssaberg,Zweitstimmen,Bündnis C,0,0.0
08416036,"Rottenburg am Neckar, Stadt",Erststimmen,Bündnis C,,
08416036,"Rottenburg am Neckar, Stadt",Zweitstimmen,Bündnis C,1,0.3
08425020,"Blaubeuren, Stadt",Erststimmen,Bündnis C,,
08425020,"Blaubeuren, Stadt",Zweitstimmen,Bündnis C,0,0.0
08425033,"Ehingen (Donau), Stadt",Erststimmen,Bündnis C,,
08425033,"Ehingen (Donau), Stadt",Zweitstimmen,Bündnis C,0,0.0
08425052,Grundsheim,Erststimmen,Bündnis C,,
08425052,Grundsheim,Zweitstimmen,Bündnis C,0,0.0
08425075,Lonsee,Erststimmen,Bündnis C,,
08425075,Lonsee,Zweitstimmen,Bündnis C,1,1.4
08425085,Nerenstetten,Erststimmen,Bündnis C,,
08425085,Nerenstetten,Zweitstimmen,Bündnis C,1,0.5
08425090,Obermarchtal,Erststimmen,Bündnis C,,
08425090,Obermarchtal,Zweitstimmen,Bündnis C,0,0.0
08426008,Altheim,Erststimmen,Bündnis C,,
08426008,Altheim,Zweitstimmen,Bündnis C,0,0.0
08426097,"Riedlingen, Stadt",Erststimmen,Bündnis C,,
08426097,"Riedlingen, Stadt",Zweitstimmen,Bündnis C,0,0.0
08426108,Schwendi,Erststimmen,Bündnis C,,
08426108,Schwendi,Zweitstimmen,Bündnis C,2,0.8
08426121,Unlingen,Erststimmen,Bündnis C,,
08426121,Unlingen,Zweitstimmen,Bündnis C,0,0.0
08426124,Uttenweiler,Erststimmen,Bündnis C,,
08426124,Uttenweiler,Zweitstimmen,Bündnis C,0,0.0
08426128,Warthausen,Erststimmen,Bündnis C,,
08426128,Warthausen,Zweitstimmen,Bündnis C,1,0.5
08437031,"Gammertingen, Stadt",Erststimmen,Bündnis C,,
08437031,"Gammertingen, Stadt",Zweitstimmen,Bündnis C,0,0.0
08437078,"Meßkirch, Stadt",Erststimmen,Bündnis C,,
08437078,"Meßkirch, Stadt",Zweitstimmen,Bündnis C,0,0.0
08437088,"Pfullendorf, Stadt",Erststimmen,Bündnis C,,
08437088,"Pfullendorf, Stadt",Zweitstimmen,Bündnis C,0,0.0
08437100,"Bad Saulgau, Stadt",Erststimmen,Bündnis C,,
08437100,"Bad Saulgau, Stadt",Zweitstimmen,Bündnis C,4,0.7
08437114,"Veringenstadt, Stadt",Erststimmen,Bündnis C,,
08437114,"Veringenstadt, Stadt",Zweitstimmen,Bündnis C,0,0.0
08126011,Bretzfeld,Erststimmen,CDU,53,53.0
08126011,Bretzfeld,Zweitstimmen,CDU,43,42.6
08126020,Dörzbach,Erststimmen,CDU,46,47.4
08126020,Dörzbach,Zweitstimmen,CDU,42,42.9
08126039,"Ingelfingen, Stadt",Erststimmen,CDU,49,32.0
08126039,"Ingelfingen, Stadt",Zweitstimmen,CDU,47,30.7
08126046,"Künzelsau, Stadt",Erststimmen,CDU,123,55.4
08126046,"Künzelsau, Stadt",Zweitstimmen,CDU,110,49.5
08126056,Mulfingen,Erststimmen,CDU,177,47.8
08126056,Mulfingen,Zweitstimmen,CDU,148,40.5
08126072,Schöntal,Erststimmen,CDU,74,41.6
08126072,Schöntal,Zweitstimmen,CDU,71,39.7
08126085,"Waldenburg, Stadt",Erststimmen,CDU,64,36.8
08126085,"Waldenburg, Stadt",Zweitstimmen,CDU,53,30.6
08127008,Blaufelden,Erststimmen,CDU,81,52.9
08127008,Blaufelden,Zweitstimmen,CDU,76,50.0
08127014,"Crailsheim, Stadt",Erststimmen,CDU,37,35.9
08127014,"Crailsheim, Stadt",Zweitstimmen,CDU,30,29.1
08127032,"Gerabronn, Stadt",Erststimmen,CDU,130,42.2
08127032,"Gerabronn, Stadt",Zweitstimmen,CDU,112,36.5
08127047,"Langenburg, Stadt",Erststimmen,CDU,39,29.8
08127047,"Langenburg, Stadt",Zweitstimmen,CDU,38,29.0
08127059,Michelfeld,Erststimmen,CDU,62,42.8
08127059,Michelfeld,Zweitstimmen,CDU,51,35.2
08127062,Oberrot,Erststimmen,CDU,81,37.0
08127062,Oberrot,Zweitstimmen,CDU,64,29.5
08127073,Satteldorf,Erststimmen,CDU,215,44.0
08127073,Satteldorf,Zweitstimmen,CDU,186,37.8
08127100,Rosengarten,Erststimmen,CDU,35,29.4
08127100,Rosengarten,Zweitstimmen,CDU,29,24.2
08128007,"Bad Mergentheim, Stadt",Erststimmen,CDU,80,55.2
08128007,"Bad Mergentheim, Stadt",Zweitstimmen,CDU,77,53.1
08128014,"Boxberg, Stadt",Erststimmen,CDU,21,32.3
08128014,"Boxberg, Stadt",Zweitstimmen,CDU,15,22.7
08128020,"Creglingen, Stadt",Erststimmen,CDU,146,40.1
08128020,"Creglingen, Stadt",Zweitstimmen,CDU,130,35.4
08128039,"Freudenberg, Stadt",Erststimmen,CDU,149,52.1
08128039,"Freudenberg, Stadt",Zweitstimmen,CDU,129,45.3
08128047,"Grünsfeld, Stadt",Erststimmen,CDU,95,44.8
08128047,"Grünsfeld, Stadt",Zweitstimmen,CDU,79,37.3
08128058,Igersheim,Erststimmen,CDU,153,46.2
08128058,Igersheim,Zweitstimmen,CDU,135,40.4
08128061,Königheim,Erststimmen,CDU,358,54.0
08128061,Königheim,Zweitstimmen,CDU,298,44.9
08128064,"Külsheim, Stadt",Erststimmen,CDU,28,50.9
08128064,"Külsheim, Stadt",Zweitstimmen,CDU,25,47.2
08128082,"Niederstetten, Stadt",Erststimmen,CDU,41,36.9
08128082,"Niederstetten, Stadt",Zweitstimmen,CDU,35,32.4
08128126,"Weikersheim, Stadt",Erststimmen,CDU,18,29.0
08128126,"Weikersheim, Stadt",Zweitstimmen,CDU,21,33.9
08128128,Werbach,Erststimmen,CDU,88,47.1
08128128,Werbach,Zweitstimmen,CDU,79,41.8
08128131,"Wertheim, Stadt",Erststimmen,CDU,68,36.0
08128131,"Wertheim, Stadt",Zweitstimmen,CDU,60,31.7
08128139,"Lauda-Königshofen, Stadt",Erststimmen,CDU,114,41.2
08128139,"Lauda-Königshofen, Stadt",Zweitstimmen,CDU,116,41.9
08135010,Dischingen,Erststimmen,CDU,97,39.3
08135010,Dischingen,Zweitstimmen,CDU,92,36.9
08135016,"Giengen an der Brenz, Stadt",Erststimmen,CDU,238,29.0
08135016,"Giengen an der Brenz, Stadt",Zweitstimmen,CDU,243,29.4
08135020,"Herbrechtingen, Stadt",Erststimmen,CDU,28,42.4
08135020,"Herbrechtingen, Stadt",Zweitstimmen,CDU,30,45.5
08135026,Nattheim,Erststimmen,CDU,49,32.9
08135026,Nattheim,Zweitstimmen,CDU,46,30.5
08135027,"Niederstotzingen, Stadt",Erststimmen,CDU,40,28.4
08135027,"Niederstotzingen, Stadt",Zweitstimmen,CDU,40,28.2
08135031,Sontheim an der Brenz,Erststimmen,CDU,81,30.0
08135031,Sontheim an der Brenz,Zweitstimmen,CDU,76,28.1
08216013,Forbach,Erststimmen,CDU,51,38.9
08216013,Forbach,Zweitstimmen,CDU,48,36.6
08235006,"Altensteig, Stadt",Erststimmen,CDU,110,42.1
08235006,"Altensteig, Stadt",Zweitstimmen,CDU,93,35.9
08235020,Ebhausen,Erststimmen,CDU,60,52.6
08235020,Ebhausen,Zweitstimmen,CDU,56,49.1
08235050,Neuweiler,Erststimmen,CDU,120,44.4
08235050,Neuweiler,Zweitstimmen,CDU,100,36.8
08236031,Kieselbronn,Erststimmen,CDU,108,36.7
08236031,Kieselbronn,Zweitstimmen,CDU,85,28.8
08236038,"Maulbronn, Stadt",Erststimmen,CDU,67,23.3
08236038,"Maulbronn, Stadt",Zweitstimmen,CDU,63,21.9
08237040,"Horb am Neckar, Stadt",Erststimmen,CDU,67,42.4
08237040,"Horb am Neckar, Stadt",Zweitstimmen,CDU,63,39.9
08237072,Wörnersberg,Erststimmen,CDU,40,44.4
08237072,Wörnersberg,Zweitstimmen,CDU,35,38.9
08237073,Seewald,Erststimmen,CDU,36,47.4
08237073,Seewald,Zweitstimmen,CDU,32,42.1
08316011,"Emmendingen, Stadt",Erststimmen,CDU,30,32.6
08316011,"Emmendingen, Stadt",Zweitstimmen,CDU,28,30.4
08316055,Winden im Elztal,Erststimmen,CDU,103,50.7
08316055,Winden im Elztal,Zweitstimmen,CDU,76,37.4
08325012,"Dornhan, Stadt",Erststimmen,CDU,31,33.3
08325012,"Dornhan, Stadt",Zweitstimmen,CDU,26,28.0
08325015,Epfendorf,Erststimmen,CDU,11,19.0
08325015,Epfendorf,Zweitstimmen,CDU,13,22.4
08325057,"Sulz am Neckar, Stadt",Erststimmen,CDU,117,41.9
08325057,"Sulz am Neckar, Stadt",Zweitstimmen,CDU,99,35.6
08326003,"Bad Dürrheim, Stadt",Erststimmen,CDU,49,31.4
08326003,"Bad Dürrheim, Stadt",Zweitstimmen,CDU,44,27.8
08326005,"Blumberg, Stadt",Erststimmen,CDU,85,44.0
08326005,"Blumberg, Stadt",Zweitstimmen,CDU,64,33.2
08326006,"Bräunlingen, Stadt",Erststimmen,CDU,17,38.6
08326006,"Bräunlingen, Stadt",Zweitstimmen,CDU,15,34.1
08326017,"Furtwangen im Schwarzwald, Stadt",Erststimmen,CDU,18,25.7
08326017,"Furtwangen im Schwarzwald, Stadt",Zweitstimmen,CDU,21,30.0
08326052,"St. Georgen im Schwarzwald, Stadt",Erststimmen,CDU,176,38.7
08326052,"St. Georgen im Schwarzwald, Stadt",Zweitstimmen,CDU,179,38.8
08326060,"Triberg im Schwarzwald, Stadt",Erststimmen,CDU,51,34.9
08326060,"Triberg im Schwarzwald, Stadt",Zweitstimmen,CDU,53,36.3
08326068,"Vöhrenbach, Stadt",Erststimmen,CDU,33,32.4
08326068,"Vöhrenbach, Stadt",Zweitstimmen,CDU,37,36.3
08327050,"Tuttlingen, Stadt",Erststimmen,CDU,123,32.8
08327050,"Tuttlingen, Stadt",Zweitstimmen,CDU,101,27.0
08336069,"Rheinfelden (Baden), Stadt",Erststimmen,CDU,38,35.8
08336069,"Rheinfelden (Baden), Stadt",Zweitstimmen,CDU,32,29.6
08336087,"Todtnau, Stadt",Erststimmen,CDU,166,45.5
08336087,"Todtnau, Stadt",Zweitstimmen,CDU,124,34.0
08336089,Tunau,Erststimmen,CDU,43,49.4
08336089,Tunau,Zweitstimmen,CDU,40,46.0
08336091,"Weil am Rhein, Stadt",Erststimmen,CDU,122,26.5
08336091,"Weil am Rhein, Stadt",Zweitstimmen,CDU,120,25.9
08336103,"Zell im Wiesental, Stadt",Erststimmen,CDU,34,42.5
08336103,"Zell im Wiesental, Stadt",Zweitstimmen,CDU,28,35.0
08336107,Kleines Wiesental,Erststimmen,CDU,65,33.9
08336107,Kleines Wiesental,Zweitstimmen,CDU,62,32.0
08337062,Klettgau,Erststimmen,CDU,55,27.0
08337062,Klettgau,Zweitstimmen,CDU,51,25.0
08337096,"Bad Säckingen, Stadt",Erststimmen,CDU,65,28.6
08337096,"Bad Säckingen, Stadt",Zweitstimmen,CDU,61,26.9
08337116,"Wehr, Stadt",Erststimmen,CDU,54,28.7
08337116,"Wehr, Stadt",Zweitstimmen,CDU,46,24.3
08337125,Küssaberg,Erststimmen,CDU,16,29.1
08337125,Küssaberg,Zweitstimmen,CDU,12,23.1
08416036,"Rottenburg am Neckar, Stadt",Erststimmen,CDU,162,41.0
08416036,"Rottenburg am Neckar, Stadt",Zweitstimmen,CDU,134,33.8
08425020,"Blaubeuren, Stadt",Erststimmen,CDU,53,54.6
08425020,"Blaubeuren, Stadt",Zweitstimmen,CDU,42,43.8
08425033,"Ehingen (Donau), Stadt",Erststimmen,CDU,304,63.6
08425033,"Ehingen (Donau), Stadt",Zweitstimmen,CDU,276,58.2
08425052,Grundsheim,Erststimmen,CDU,86,65.6
08425052,Grundsheim,Zweitstimmen,CDU,83,63.4
08425075,Lonsee,Erststimmen,CDU,33,45.8
08425075,Lonsee,Zweitstimmen,CDU,25,34.2
08425085,Nerenstetten,Erststimmen,CDU,90,47.1
08425085,Nerenstetten,Zweitstimmen,CDU,79,41.1
08425090,Obermarchtal,Erststimmen,CDU,101,63.9
08425090,Obermarchtal,Zweitstimmen,CDU,88,56.4
08426008,Altheim,Erststimmen,CDU,39,45.9
08426008,Altheim,Zweitstimmen,CDU,29,34.5
08426097,"Riedlingen, Stadt",Erststimmen,CDU,107,75.9
08426097,"Riedlingen, Stadt",Zweitstimmen,CDU,93,66.0
08426108,Schwendi,Erststimmen,CDU,98,40.8
08426108,Schwendi,Zweitstimmen,CDU,82,34.0
08426121,Unlingen,Erststimmen,CDU,35,50.0
08426121,Unlingen,Zweitstimmen,CDU,32,45.7
08426124,Uttenweiler,Erststimmen,CDU,101,48.3
08426124,Uttenweiler,Zweitstimmen,CDU,90,42.9
08426128,Warthausen,Erststimmen,CDU,83,42.8
08426128,Warthausen,Zweitstimmen,CDU,73,37.8
08437031,"Gammertingen, Stadt",Erststimmen,CDU,60,43.8
08437031,"Gammertingen, Stadt",Zweitstimmen,CDU,60,43.8
08437078,"Meßkirch, Stadt",Erststimmen,CDU,118,56.7
08437078,"Meßkirch, Stadt",Zweitstimmen,CDU,93,45.1
08437088,"Pfullendorf, Stadt",Erststimmen,CDU,63,69.2
08437088,"Pfullendorf, Stadt",Zweitstimmen,CDU,62,69.7
08437100,"Bad Saulgau, Stadt",Erststimmen,CDU,323,52.9
08437100,"Bad Saulgau, Stadt",Zweitstimmen,CDU,272,44.4
08437114,"Veringenstadt, Stadt",Erststimmen,CDU,32,47.8
08437114,"Veringenstadt, Stadt",Zweitstimmen,CDU,29,43.9
08126011,Bretzfeld,Erststimmen,Die Gerechtigkeitspartei,,
08126011,Bretzfeld,Zweitstimmen,Die Gerechtigkeitspartei,0,0.0
08126020,Dörzbach,Erststimmen,Die Gerechtigkeitspartei,,
08126020,Dörzbach,Zweitstimmen,Die Gerechtigkeitspartei,0,0.0
08126039,"Ingelfingen, Stadt",Erststimmen,Die Gerechtigkeitspartei,,
08126039,"Ingelfingen, Stadt",Zweitstimmen,Die Gerechtigkeitspartei,0,0.0
08126046,"Künzelsau, Stadt",Erststimmen,Die Gerechtigkeitspartei,,
08126046,"Künzelsau, Stadt",Zweitstimmen,Die Gerechtigkeitspartei,0,0.0
08126056,Mulfingen,Erststimmen,Die Gerechtigkeitspartei,,
08126056,Mulfingen,Zweitstimmen,Die Gerechtigkeitspartei,0,0.0
08126072,Schöntal,Erststimmen,Die Gerechtigkeitspartei,,
08126072,Schöntal,Zweitstimmen,Die Gerechtigkeitspartei,0,0.0
08126085,"Waldenburg, Stadt",Erststimmen,Die Gerechtigkeitspartei,,
08126085,"Waldenburg, Stadt",Zweitstimmen,Die Gerechtigkeitspartei,0,0.0
08127008,Blaufelden,Erststimmen,Die Gerechtigkeitspartei,,
08127008,Blaufelden,Zweitstimmen,Die Gerechtigkeitspartei,0,0.0
08127014,"Crailsheim, Stadt",Erststimmen,Die Gerechtigkeitspartei,,
08127014,"Crailsheim, Stadt",Zweitstimmen,Die Gerechtigkeitspartei,0,0.0
08127032,"Gerabronn, Stadt",Erststimmen,Die Gerechtigkeitspartei,,
08127032,"Gerabronn, Stadt",Zweitstimmen,Die Gerechtigkeitspartei,0,0.0
08127047,"Langenburg, Stadt",Erststimmen,Die Gerechtigkeitspartei,,
08127047,"Langenburg, Stadt",Zweitstimmen,Die Gerechtigkeitspartei,0,0.0
08127059,Michelfeld,Erststimmen,Die Gerechtigkeitspartei,,
08127059,Michelfeld,Zweitstimmen,Die Gerechtigkeitspartei,0,0.0
08127062,Oberrot,Erststimmen,Die Gerechtigkeitspartei,,
08127062,Oberrot,Zweitstimmen,Die Gerechtigkeitspartei,0,0.0
08127073,Satteldorf,Erststimmen,Die Gerechtigkeitspartei,,
08127073,Satteldorf,Zweitstimmen,Die Gerechtigkeitspartei,0,0.0
08127100,Rosengarten,Erststimmen,Die Gerechtigkeitspartei,,
08127100,Rosengarten,Zweitstimmen,Die Gerechtigkeitspartei,0,0.0
08128007,"Bad Mergentheim, Stadt",Erststimmen,Die Gerechtigkeitspartei,,
08128007,"Bad Mergentheim, Stadt",Zweitstimmen,Die Gerechtigkeitspartei,0,0.0
08128014,"Boxberg, Stadt",Erststimmen,Die Gerechtigkeitspartei,,
08128014,"Boxberg, Stadt",Zweitstimmen,Die Gerechtigkeitspartei,0,0.0
08128020,"Creglingen, Stadt",Erststimmen,Die Gerechtigkeitspartei,,
08128020,"Creglingen, Stadt",Zweitstimmen,Die Gerechtigkeitspartei,0,0.0
08128039,"Freudenberg, Stadt",Erststimmen,Die Gerechtigkeitspartei,,
08128039,"Freudenberg, Stadt",Zweitstimmen,Die Gerechtigkeitspartei,0,0.0
08128047,"Grünsfeld, Stadt",Erststimmen,Die Gerechtigkeitspartei,,
08128047,"Grünsfeld, Stadt",Zweitstimmen,Die Gerechtigkeitspartei,1,0.5
08128058,Igersheim,Erststimmen,Die Gerechtigkeitspartei,,
08128058,Igersheim,Zweitstimmen,Die Gerechtigkeitspartei,0,0.0
08128061,Königheim,Erststimmen,Die Gerechtigkeitspartei,,
08128061,Königheim,Zweitstimmen,Die Gerechtigkeitspartei,2,0.3
08128064,"Külsheim, Stadt",Erststimmen,Die Gerechtigkeitspartei,,
08128064,"Külsheim, Stadt",Zweitstimmen,Die Gerechtigkeitspartei,0,0.0
08128082,"Niederstetten, Stadt",Erststimmen,Die Gerechtigkeitspartei,,
08128082,"Niederstetten, Stadt",Zweitstimmen,Die Gerechtigkeitspartei,0,0.0
08128126,"Weikersheim, Stadt",Erststimmen,Die Gerechtigkeitspartei,,
08128126,"Weikersheim, Stadt",Zweitstimmen,Die Gerechtigkeitspartei,0,0.0
08128128,Werbach,Erststimmen,Die Gerechtigkeitspartei,,
08128128,Werbach,Zweitstimmen,Die Gerechtigkeitspartei,1,0.5
08128131,"Wertheim, Stadt",Erststimmen,Die Gerechtigkeitspartei,,
08128131,"Wertheim, Stadt",Zweitstimmen,Die Gerechtigkeitspartei,0,0.0
08128139,"Lauda-Königshofen, Stadt",Erststimmen,Die Gerechtigkeitspartei,,
08128139,"Lauda-Königshofen, Stadt",Zweitstimmen,Die Gerechtigkeitspartei,0,0.0
08135010,Dischingen,Erststimmen,Die Gerechtigkeitspartei,,
08135010,Dischingen,Zweitstimmen,Die Gerechtigkeitspartei,0,0.0
08135016,"Giengen an der Brenz, Stadt",Erststimmen,Die Gerechtigkeitspartei,,
08135016,"Giengen an der Brenz, Stadt",Zweitstimmen,Die Gerechtigkeitspartei,1,0.1
08135020,"Herbrechtingen, Stadt",Erststimmen,Die Gerechtigkeitspartei,,
08135020,"Herbrechtingen, Stadt",Zweitstimmen,Die Gerechtigkeitspartei,0,0.0
08135026,Nattheim,Erststimmen,Die Gerechtigkeitspartei,,
08135026,Nattheim,Zweitstimmen,Die Gerechtigkeitspartei,0,0.0
08135027,"Niederstotzingen, Stadt",Erststimmen,Die Gerechtigkeitspartei,,
08135027,"Niederstotzingen, Stadt",Zweitstimmen,Die Gerechtigkeitspartei,0,0.0
08135031,Sontheim an der Brenz,Erststimmen,Die Gerechtigkeitspartei,,
08135031,Sontheim an der Brenz,Zweitstimmen,Die Gerechtigkeitspartei,0,0.0
08216013,Forbach,Erststimmen,Die Gerechtigkeitspartei,,
08216013,Forbach,Zweitstimmen,Die Gerechtigkeitspartei,0,0.0
08235006,"Altensteig, Stadt",Erststimmen,Die Gerechtigkeitspartei,,
08235006,"Altensteig, Stadt",Zweitstimmen,Die Gerechtigkeitspartei,0,0.0
08235020,Ebhausen,Erststimmen,Die Gerechtigkeitspartei,,
08235020,Ebhausen,Zweitstimmen,Die Gerechtigkeitspartei,0,0.0
08235050,Neuweiler,Erststimmen,Die Gerechtigkeitspartei,,
08235050,Neuweiler,Zweitstimmen,Die Gerechtigkeitspartei,0,0.0
08236031,Kieselbronn,Erststimmen,Die Gerechtigkeitspartei,,
08236031,Kieselbronn,Zweitstimmen,Die Gerechtigkeitspartei,0,0.0
08236038,"Maulbronn, Stadt",Erststimmen,Die Gerechtigkeitspartei,,
08236038,"Maulbronn, Stadt",Zweitstimmen,Die Gerechtigkeitspartei,1,0.3
08237040,"Horb am Neckar, Stadt",Erststimmen,Die Gerechtigkeitspartei,,
08237040,"Horb am Neckar, Stadt",Zweitstimmen,Die Gerechtigkeitspartei,0,0.0
08237072,Wörnersberg,Erststimmen,Die Gerechtigkeitspartei,,
08237072,Wörnersberg,Zweitstimmen,Die Gerechtigkeitspartei,0,0.0
08237073,Seewald,Erststimmen,Die Gerechtigkeitspartei,,
08237073,Seewald,Zweitstimmen,Die Gerechtigkeitspartei,0,0.0
08316011,"Emmendingen, Stadt",Erststimmen,Die Gerechtigkeitspartei,,
08316011,"Emmendingen, Stadt",Zweitstimmen,Die Gerechtigkeitspartei,0,0.0
08316055,Winden im Elztal,Erststimmen,Die Gerechtigkeitspartei,,
08316055,Winden im Elztal,Zweitstimmen,Die Gerechtigkeitspartei,0,0.0
08325012,"Dornhan, Stadt",Erststimmen,Die Gerechtigkeitspartei,,
08325012,"Dornhan, Stadt",Zweitstimmen,Die Gerechtigkeitspartei,0,0.0
08325015,Epfendorf,Erststimmen,Die Gerechtigkeitspartei,,
08325015,Epfendorf,Zweitstimmen,Die Gerechtigkeitspartei,0,0.0
08325057,"Sulz am Neckar, Stadt",Erststimmen,Die Gerechtigkeitspartei,,
08325057,"Sulz am Neckar, Stadt",Zweitstimmen,Die Gerechtigkeitspartei,0,0.0
08326003,"Bad Dürrheim, Stadt",Erststimmen,Die Gerechtigkeitspartei,,
08326003,"Bad Dürrheim, Stadt",Zweitstimmen,Die Gerechtigkeitspartei,0,0.0
08326005,"Blumberg, Stadt",Erststimmen,Die Gerechtigkeitspartei,,
08326005,"Blumberg, Stadt",Zweitstimmen,Die Gerechtigkeitspartei,0,0.0
08326006,"Bräunlingen, Stadt",Erststimmen,Die Gerechtigkeitspartei,,
08326006,"Bräunlingen, Stadt",Zweitstimmen,Die Gerechtigkeitspartei,0,0.0
08326017,"Furtwangen im Schwarzwald, Stadt",Erststimmen,Die Gerechtigkeitspartei,,
08326017,"Furtwangen im Schwarzwald, Stadt",Zweitstimmen,Die Gerechtigkeitspartei,0,0.0
08326052,"St. Georgen im Schwarzwald, Stadt",Erststimmen,Die Gerechtigkeitspartei,,
08326052,"St. Georgen im Schwarzwald, Stadt",Zweitstimmen,Die Gerechtigkeitspartei,0,0.0
08326060,"Triberg im Schwarzwald, Stadt",Erststimmen,Die Gerechtigkeitspartei,,
